registry_id,source_table,experiment_package,benchmark,conditioned,story_bucket,include_in_current_story,exp_id,group,phase,story,train_mode,execution_semantics,system_role,objective_family,world_size,pipe_stages,seed,K,steps,lr,step_size,weight_mode,last2_beta,num_nodes,ppn,data_dir,run_dir,eval_dir,trajectory_dir,source_status,registry_status,final_fid,best_fid,best_step,final_step,available_points,top1_conditional_acc,per_class_avg_acc,pbs_job_id,local_run,config_signature,config_hash,git_commit_recorded,identity_note
phase2_mainline:pipe_strict_P4_K100_beta001_lr1e4_seed2_300k,phase2_summary,phase2_mainline,cifar10,no,legacy_seed_repro,context_only,pipe_strict_P4_K100_beta001_lr1e4_seed2_300k,M1,M1,M1 reproducibility,pipe_strict,strict_pipeline,pipeline_realization,late_stage_weighted,4,4,1,100,300000,1e-4,1.0,last2_beta,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation_phase2/M1/pipe_strict_P4_K100_beta001_lr1e4_seed2_300k_20260329_170437,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation_phase2/M1/pipe_strict_P4_K100_beta001_lr1e4_seed2_300k_20260329_170437/eval,,done,completed,66.04742062254462,,,300000,,,,6980120.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|4|4|1|100|300000|1e-4|1.0|last2_beta|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_seed_repro,8b4d67bea31f,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase2_mainline:pipe_strict_P4_K100_beta001_lr1e4_seed3_300k,phase2_summary,phase2_mainline,cifar10,no,legacy_seed_repro,context_only,pipe_strict_P4_K100_beta001_lr1e4_seed3_300k,M1,M1,M1 reproducibility,pipe_strict,strict_pipeline,pipeline_realization,late_stage_weighted,4,4,1,100,300000,1e-4,1.0,last2_beta,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation_phase2/M1/pipe_strict_P4_K100_beta001_lr1e4_seed3_300k_20260331_024324,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation_phase2/M1/pipe_strict_P4_K100_beta001_lr1e4_seed3_300k_20260331_024324/eval,,done,completed,71.1893179896029,,,300000,,,,6981548.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|4|4|1|100|300000|1e-4|1.0|last2_beta|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_seed_repro,8b4d67bea31f,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase2_mainline:ddp_fullk_K400_seed1_300k,phase2_summary,phase2_mainline,cifar10,no,legacy_high_k_control,context_only,ddp_fullk_K400_seed1_300k,M2,M2,M2 high_K control,ddp_fullk,ddp_strict,baseline_control,strict_baseline,4,0,1,400,300000,1e-4,1.0,uniform,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation_phase2/M2/ddp_fullk_K400_seed1_300k_20260329_170437,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation_phase2/M2/ddp_fullk_K400_seed1_300k_20260329_170437/eval,,done,completed,436.25764104452844,,,300000,,,,6980121.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|ddp_fullk|4|0|1|400|300000|1e-4|1.0|uniform|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_high_k_control,18492ee56edd,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase2_mainline:pipe_strict_P4_K400_beta001_lr1e4_seed1_300k,phase2_summary,phase2_mainline,cifar10,no,legacy_high_k_control,context_only,pipe_strict_P4_K400_beta001_lr1e4_seed1_300k,M2,M2,M2 high_K control,pipe_strict,strict_pipeline,pipeline_realization,late_stage_weighted,4,4,1,400,300000,1e-4,1.0,last2_beta,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation_phase2/M2/pipe_strict_P4_K400_beta001_lr1e4_seed1_300k_20260329_170437,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation_phase2/M2/pipe_strict_P4_K400_beta001_lr1e4_seed1_300k_20260329_170437/eval,,done,completed,391.7776837884562,,,300000,,,,6980122.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|4|4|1|400|300000|1e-4|1.0|last2_beta|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_high_k_control,82d1a88bf7ee,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase2_mainline:ddp_fullk_K100_seed1_300k,phase2_summary,phase2_mainline,cifar10,no,legacy_anchor,context_only,ddp_fullk_K100_seed1_300k,P2A0,P2A0,Phase2 300k anchors,ddp_fullk,ddp_strict,baseline_control,strict_baseline,4,0,1,100,300000,1e-4,1.0,uniform,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_dual/modea_fullk_align128/ddp_fullk_s300k_seed1_syncinit_20260324_165322,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_dual/modea_fullk_align128/ddp_fullk_s300k_seed1_syncinit_20260324_165322/eval,,reference,completed,66.85674838265982,,,300000,,,,,no,cifar10|no|ddp_fullk|4|0|1|100|300000|1e-4|1.0|uniform|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_anchor,fda98215d9a9,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase2_mainline:pipe_strict_P4_K100_beta001_lr1e4_seed1_300k,phase2_summary,phase2_mainline,cifar10,no,legacy_anchor,context_only,pipe_strict_P4_K100_beta001_lr1e4_seed1_300k,P2A0,P2A0,Phase2 300k anchors,pipe_strict,strict_pipeline,pipeline_realization,late_stage_weighted,4,4,1,100,300000,1e-4,1.0,last2_beta,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_strict/pipeline_strict_s300k_b001_lr1e-4_seed1_syncinit_20260324_165322,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_strict/pipeline_strict_s300k_b001_lr1e-4_seed1_syncinit_20260324_165322/eval,,reference,completed,55.994582500105366,,,300000,,,,,no,cifar10|no|pipe_strict|4|4|1|100|300000|1e-4|1.0|last2_beta|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_anchor,cd1091ec11ab,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase2_mainline:single_fullk_K100_seed1_300k,phase2_summary,phase2_mainline,cifar10,no,legacy_anchor,context_only,single_fullk_K100_seed1_300k,P2A0,P2A0,Phase2 300k anchors,single_fullk,single_strict,baseline_control,strict_baseline,1,1,1,100,300000,1e-4,1.0,uniform,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_baseline/orig_single_semantics_fid_s300000_K100_20260324_001055,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_baseline/orig_single_semantics_fid_s300000_K100_20260324_001055,,reference,completed,61.65055605301666,,,300000,,,,,no,cifar10|no|single_fullk|1|1|1|100|300000|1e-4|1.0|uniform|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_anchor,d58d93ea92f8,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase2_mainline:single_pipe_emul_P4_K100_beta001_seed1_300k,phase2_summary,phase2_mainline,cifar10,no,legacy_single_gpu_mechanism,context_only,single_pipe_emul_P4_K100_beta001_seed1_300k,S1,S1,S1 single_gpu mechanism,single_pipe_emul,single_emulation,objective_emulation,late_stage_weighted,1,4,1,100,300000,1e-4,1.0,last2_beta,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation_phase2/S1/single_pipe_emul_P4_K100_beta001_seed1_300k_20260329_170437,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation_phase2/S1/single_pipe_emul_P4_K100_beta001_seed1_300k_20260329_170437/eval,,done,completed,89.39214785003168,,,300000,,,,6980124.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|single_pipe_emul|1|4|1|100|300000|1e-4|1.0|last2_beta|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_single_gpu_mechanism,c8903b20f71a,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase2_mainline:single_pipe_emul_P4_K100_deep_seed1_300k,phase2_summary,phase2_mainline,cifar10,no,legacy_single_gpu_mechanism,context_only,single_pipe_emul_P4_K100_deep_seed1_300k,S1,S1,S1 single_gpu mechanism,single_pipe_emul,single_emulation,objective_emulation,deep_only_weighted,1,4,1,100,300000,1e-4,1.0,deep_only,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation_phase2/S1/single_pipe_emul_P4_K100_deep_seed1_300k_20260329_170437,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation_phase2/S1/single_pipe_emul_P4_K100_deep_seed1_300k_20260329_170437/eval,,done,completed,60.618976076181866,,,300000,,,,6980123.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|single_pipe_emul|1|4|1|100|300000|1e-4|1.0|deep_only|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_single_gpu_mechanism,f4fecebdf8b8,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase2_mainline:pipe_strict_P2_K100_beta001_lr1e4_seed1_300k,phase2_summary,phase2_mainline,cifar10,no,legacy_stage_count,context_only,pipe_strict_P2_K100_beta001_lr1e4_seed1_300k,S2,S2,S2 stage_count factor,pipe_strict,strict_pipeline,pipeline_realization,late_stage_weighted,2,2,1,100,300000,1e-4,1.0,last2_beta,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation_phase2/S2/pipe_strict_P2_K100_beta001_lr1e4_seed1_300k_20260329_170437,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation_phase2/S2/pipe_strict_P2_K100_beta001_lr1e4_seed1_300k_20260329_170437/eval,,done,completed,83.66631836923483,,,300000,,,,6980125.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|2|2|1|100|300000|1e-4|1.0|last2_beta|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_stage_count,dd3eb252f2a3,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
phase2_mainline:pipe_strict_P8_K100_beta001_lr1e4_seed1_300k,phase2_summary,phase2_mainline,cifar10,no,legacy_stage_count,context_only,pipe_strict_P8_K100_beta001_lr1e4_seed1_300k,S2,S2,S2 stage_count factor,pipe_strict,strict_pipeline,pipeline_realization,late_stage_weighted,8,8,1,100,300000,1e-4,1.0,last2_beta,0.01,,,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation_phase2/S2/pipe_strict_P8_K100_beta001_lr1e4_seed1_300k_20260329_170437,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_ablation_phase2/S2/pipe_strict_P8_K100_beta001_lr1e4_seed1_300k_20260329_170437/eval,,done,completed,76.61524342318478,,,300000,,,,6980130.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|8|8|1|100|300000|1e-4|1.0|last2_beta|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|legacy_stage_count,8643fe902b0d,unavailable,Registry row reconstructed from historical summary; per-run git commit was not recorded.
pipeline_then_weighting:E1_ddp_fullk_K100_s300k,pipeline_then_weighting_current,pipeline_then_weighting,cifar10,no,objective_first_controls,yes,E1_ddp_fullk_K100_s300k,E1,E1,Deep-only pipeline-factor control under strict DDP,ddp_fullk,ddp_strict,baseline_control,strict_baseline,4,1,1,100,300000,1e-4,1.0,deep_only,0.01,1,4,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E1/E1_ddp_fullk_K100_s300k_20260405_003358,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E1/E1_ddp_fullk_K100_s300k_20260405_003358/trajectory/step300000,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E1/E1_ddp_fullk_K100_s300k_20260405_003358/trajectory,done_local,completed,69.01543000614134,56.314192391676215,170000,300000,60,,,6992361.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|ddp_fullk|4|1|1|100|300000|1e-4|1.0|deep_only|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|objective_first_controls,71e3f59fb472,unavailable,"Canonical objective-first pilot row. Use these rows, not legacy beta001 summaries, for the current uniform/deep story."
pipeline_then_weighting:E1_pipe_strict_P16_deep_K100_s300k,pipeline_then_weighting_current,pipeline_then_weighting,cifar10,no,objective_first_p_sweep_pipeline,no,E1_pipe_strict_P16_deep_K100_s300k,E1,E1,Strict pipeline deep-only with P=16,pipe_strict,strict_pipeline,pipeline_realization,deep_only_weighted,16,16,1,100,300000,1e-4,1.0,deep_only,0.01,4,4,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E1/E1_pipe_strict_P16_deep_K100_s300k_20260404_150351,,,F:126,historical_failed,,,,,,,,6991262.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|16|16|1|100|300000|1e-4|1.0|deep_only|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|objective_first_p_sweep_pipeline,60afddc51cc8,unavailable,"Canonical objective-first pilot row. Use these rows, not legacy beta001 summaries, for the current uniform/deep story."
pipeline_then_weighting:E1_pipe_strict_P2_deep_K100_s300k,pipeline_then_weighting_current,pipeline_then_weighting,cifar10,no,objective_first_p_sweep_pipeline,no,E1_pipe_strict_P2_deep_K100_s300k,E1,E1,Strict pipeline deep-only with P=2,pipe_strict,strict_pipeline,pipeline_realization,deep_only_weighted,2,2,1,100,300000,1e-4,1.0,deep_only,0.01,1,2,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E1/E1_pipe_strict_P2_deep_K100_s300k_20260404_150351,,,F:126,historical_failed,,,,,,,,6991259.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|2|2|1|100|300000|1e-4|1.0|deep_only|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|objective_first_p_sweep_pipeline,2d624dec7f9b,unavailable,"Canonical objective-first pilot row. Use these rows, not legacy beta001 summaries, for the current uniform/deep story."
pipeline_then_weighting:E1_pipe_strict_P4_deep_K100_s300k,pipeline_then_weighting_current,pipeline_then_weighting,cifar10,no,objective_first_p_sweep_pipeline,no,E1_pipe_strict_P4_deep_K100_s300k,E1,E1,Strict pipeline deep-only with P=4,pipe_strict,strict_pipeline,pipeline_realization,deep_only_weighted,4,4,1,100,300000,1e-4,1.0,deep_only,0.01,1,4,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E1/E1_pipe_strict_P4_deep_K100_s300k_20260404_150351,,,F:126,historical_failed,,,,,,,,6991260.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|4|4|1|100|300000|1e-4|1.0|deep_only|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|objective_first_p_sweep_pipeline,589456d8949a,unavailable,"Canonical objective-first pilot row. Use these rows, not legacy beta001 summaries, for the current uniform/deep story."
pipeline_then_weighting:E1_pipe_strict_P8_deep_K100_s300k,pipeline_then_weighting_current,pipeline_then_weighting,cifar10,no,objective_first_p_sweep_pipeline,no,E1_pipe_strict_P8_deep_K100_s300k,E1,E1,Strict pipeline deep-only with P=8,pipe_strict,strict_pipeline,pipeline_realization,deep_only_weighted,8,8,1,100,300000,1e-4,1.0,deep_only,0.01,2,4,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E1/E1_pipe_strict_P8_deep_K100_s300k_20260404_150351,,,F:126,historical_failed,,,,,,,,6991261.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|8|8|1|100|300000|1e-4|1.0|deep_only|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|objective_first_p_sweep_pipeline,de06ee69f303,unavailable,"Canonical objective-first pilot row. Use these rows, not legacy beta001 summaries, for the current uniform/deep story."
pipeline_then_weighting:E1_single_fullk_K100_s300k,pipeline_then_weighting_current,pipeline_then_weighting,cifar10,no,objective_first_controls,yes,E1_single_fullk_K100_s300k,E1,E1,Deep-only pipeline-factor control on a single GPU,single_fullk,single_strict,baseline_control,strict_baseline,1,1,1,100,300000,1e-4,1.0,deep_only,0.01,1,1,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/lus/eagle/projects/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E1/E1_single_fullk_K100_s300k_local_20260404_151327,/lus/eagle/projects/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E1/E1_single_fullk_K100_s300k_local_20260404_151327/trajectory/step300000,/lus/eagle/projects/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E1/E1_single_fullk_K100_s300k_local_20260404_151327/trajectory,done_local,completed,62.76117718878572,53.55113070113953,280000,300000,60,,,6991253.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,yes,cifar10|no|single_fullk|1|1|1|100|300000|1e-4|1.0|deep_only|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|objective_first_controls,f82f41553be5,unavailable,"Canonical objective-first pilot row. Use these rows, not legacy beta001 summaries, for the current uniform/deep story."
pipeline_then_weighting:E1_single_pipe_emul_P16_deep_K100_s300k,pipeline_then_weighting_current,pipeline_then_weighting,cifar10,no,objective_first_p_sweep_single,no,E1_single_pipe_emul_P16_deep_K100_s300k,E1,E1,Single-GPU completion-aware objective with P=16 deep-only,single_pipe_emul,single_emulation,objective_emulation,deep_only_weighted,1,16,1,100,300000,1e-4,1.0,deep_only,0.01,1,1,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E1/E1_single_pipe_emul_P16_deep_K100_s300k_20260404_150351,,,F:126,historical_failed,,,,,,,,6991258.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|single_pipe_emul|1|16|1|100|300000|1e-4|1.0|deep_only|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|objective_first_p_sweep_single,eedcbbd524e7,unavailable,"Canonical objective-first pilot row. Use these rows, not legacy beta001 summaries, for the current uniform/deep story."
pipeline_then_weighting:E1_single_pipe_emul_P2_deep_K100_s300k,pipeline_then_weighting_current,pipeline_then_weighting,cifar10,no,objective_first_p_sweep_single,yes,E1_single_pipe_emul_P2_deep_K100_s300k,E1,E1,Single-GPU completion-aware objective with P=2 deep-only,single_pipe_emul,single_emulation,objective_emulation,deep_only_weighted,1,2,1,100,300000,1e-4,1.0,deep_only,0.01,1,1,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E1/E1_single_pipe_emul_P2_deep_K100_s300k_20260405_003358,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E1/E1_single_pipe_emul_P2_deep_K100_s300k_20260405_003358/trajectory/step300000,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E1/E1_single_pipe_emul_P2_deep_K100_s300k_20260405_003358/trajectory,done_local,completed,64.99540164872894,55.87310142339834,150000,300000,60,,,6992362.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|single_pipe_emul|1|2|1|100|300000|1e-4|1.0|deep_only|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|objective_first_p_sweep_single,61d8d6d82eea,unavailable,"Canonical objective-first pilot row. Use these rows, not legacy beta001 summaries, for the current uniform/deep story."
pipeline_then_weighting:E1_single_pipe_emul_P4_deep_K100_s300k,pipeline_then_weighting_current,pipeline_then_weighting,cifar10,no,objective_first_p_sweep_single,yes,E1_single_pipe_emul_P4_deep_K100_s300k,E1,E1,Single-GPU completion-aware objective with P=4 deep-only,single_pipe_emul,single_emulation,objective_emulation,deep_only_weighted,1,4,1,100,300000,1e-4,1.0,deep_only,0.01,1,1,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/lus/eagle/projects/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E1/E1_single_pipe_emul_P4_deep_K100_s300k_local_20260404_151327,/lus/eagle/projects/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E1/E1_single_pipe_emul_P4_deep_K100_s300k_local_20260404_151327/trajectory/step300000,/lus/eagle/projects/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E1/E1_single_pipe_emul_P4_deep_K100_s300k_local_20260404_151327/trajectory,done_local,completed,75.59256463495547,59.31362217938448,215000,300000,60,,,6991256.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,yes,cifar10|no|single_pipe_emul|1|4|1|100|300000|1e-4|1.0|deep_only|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|objective_first_p_sweep_single,015720e41cdc,unavailable,"Canonical objective-first pilot row. Use these rows, not legacy beta001 summaries, for the current uniform/deep story."
pipeline_then_weighting:E1_single_pipe_emul_P8_deep_K100_s300k,pipeline_then_weighting_current,pipeline_then_weighting,cifar10,no,objective_first_p_sweep_single,no,E1_single_pipe_emul_P8_deep_K100_s300k,E1,E1,Single-GPU completion-aware objective with P=8 deep-only,single_pipe_emul,single_emulation,objective_emulation,deep_only_weighted,1,8,1,100,300000,1e-4,1.0,deep_only,0.01,1,1,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E1/E1_single_pipe_emul_P8_deep_K100_s300k_20260404_150351,,,F:126,historical_failed,,,,,,,,6991257.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|single_pipe_emul|1|8|1|100|300000|1e-4|1.0|deep_only|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|objective_first_p_sweep_single,233287a517e3,unavailable,"Canonical objective-first pilot row. Use these rows, not legacy beta001 summaries, for the current uniform/deep story."
pipeline_then_weighting:E2_pipe_strict_deep_P4_K100_s300k,pipeline_then_weighting_current,pipeline_then_weighting,cifar10,no,objective_first_weighting_pipeline,yes,E2_pipe_strict_deep_P4_K100_s300k,E2,E2,Provisional weighting study at fixed P=4,pipe_strict,strict_pipeline,pipeline_realization,deep_only_weighted,4,4,1,100,300000,1e-4,1.0,deep_only,0.01,1,4,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_pipe_strict_deep_P4_K100_s300k_20260405_003926,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_pipe_strict_deep_P4_K100_s300k_20260405_003926/trajectory/step300000,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_pipe_strict_deep_P4_K100_s300k_20260405_003926/trajectory,done_local,completed,63.510411063951096,61.56870659396532,280000,300000,60,,,6992379.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|4|4|1|100|300000|1e-4|1.0|deep_only|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|objective_first_weighting_pipeline,ec03a8099ede,unavailable,"Canonical objective-first pilot row. Use these rows, not legacy beta001 summaries, for the current uniform/deep story."
pipeline_then_weighting:E2_pipe_strict_last2b0005_P4_K100_s300k,pipeline_then_weighting_current,pipeline_then_weighting,cifar10,no,objective_first_weighting_pipeline,yes,E2_pipe_strict_last2b0005_P4_K100_s300k,E2,E2,Provisional weighting study at fixed P=4,pipe_strict,strict_pipeline,pipeline_realization,late_stage_weighted,4,4,1,100,300000,1e-4,1.0,last2_beta,0.005,1,4,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_pipe_strict_last2b0005_P4_K100_s300k_20260405_003926,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_pipe_strict_last2b0005_P4_K100_s300k_20260405_003926/trajectory/step300000,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_pipe_strict_last2b0005_P4_K100_s300k_20260405_003926/trajectory,done_local,completed,86.57803764202293,56.72982802352584,245000,300000,60,,,6992380.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|4|4|1|100|300000|1e-4|1.0|last2_beta|0.005|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|objective_first_weighting_pipeline,d0458e4e59d6,unavailable,"Canonical objective-first pilot row. Use these rows, not legacy beta001 summaries, for the current uniform/deep story."
pipeline_then_weighting:E2_pipe_strict_last2b001_P4_K100_s300k,pipeline_then_weighting_current,pipeline_then_weighting,cifar10,no,objective_first_weighting_pipeline,yes,E2_pipe_strict_last2b001_P4_K100_s300k,E2,E2,Provisional weighting study at fixed P=4,pipe_strict,strict_pipeline,pipeline_realization,late_stage_weighted,4,4,1,100,300000,1e-4,1.0,last2_beta,0.01,1,4,/eagle/lc-mpi/Zhiqing/ebm/data/cifar10,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_pipe_strict_last2b001_P4_K100_s300k_20260405_003926,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_pipe_strict_last2b001_P4_K100_s300k_20260405_003926/trajectory/step300000,/eagle/lc-mpi/Zhiqing/polaris_ebm/runs_pipeline_then_weighting/E2/E2_pipe_strict_last2b001_P4_K100_s300k_20260405_003926/trajectory,done_local,completed,68.04799612110031,60.68704339559201,270000,300000,60,,,6992381.polaris-pbs-01.hsn.cm.polaris.alcf.anl.gov,no,cifar10|no|pipe_strict|4|4|1|100|300000|1e-4|1.0|last2_beta|0.01|/eagle/lc-mpi/Zhiqing/ebm/data/cifar10|objective_first_weighting_pipeline,9b6278ff53d5,unavailable,"Canonical objective-first pilot row. Use these rows, not legacy beta001 summaries, for the current uniform/deep story."
